frame_id,elephant_id,posture_class,x1,y1,x2,y2,move_dx,move_dy,trunk_angle,ear_freq,tail_freq,behaviour_label,conflict_risk,alertness_label,video_file
105,1,0,313.0234069824219,236.25489807128906,355.8941345214844,339.97740173339844,0.480499267578125,0.124176025390625,48.121032287814316,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
110,1,0,312.4996643066406,236.0668182373047,356.7152404785156,340.0979766845703,0.148681640625,0.03375244140625,56.873817256348104,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
115,1,0,312.2192840576172,237.06748962402344,357.2230987548828,339.83583068847656,0.113739013671875,0.3692626953125,43.925438325972245,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
120,1,0,312.2464294433594,237.38166046142578,357.4178771972656,340.16124725341797,0.1109619140625,0.319793701171875,8.486626156956733,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
125,1,0,312.43186950683594,237.43190002441406,360.95570373535156,339.87657165527344,1.86163330078125,0.117218017578125,9.97437796196891,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
130,1,0,312.1496124267578,237.93597412109375,362.8409881591797,339.9017333984375,0.801513671875,0.264617919921875,33.76736925646501,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
135,1,0,311.71746826171875,237.63286590576172,361.8916015625,339.8355178833008,0.690765380859375,0.184661865234375,46.82602159099073,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
140,1,0,311.9293975830078,237.4319610595703,363.6521453857422,339.9829559326172,0.986236572265625,0.0267333984375,39.623105582875795,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
150,1,0,311.4287109375,237.6183319091797,362.200927734375,340.2937774658203,0.9759521484375,0.24859619140625,57.90665797206992,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
155,1,0,310.9083251953125,237.2829360961914,362.95086669921875,340.28121185302734,0.114776611328125,0.173980712890625,48.20567882219828,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
160,1,0,311.9404602050781,236.67598724365234,365.0363464355469,340.42472076416016,1.558807373046875,0.231719970703125,57.55594824875728,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
165,1,0,311.6339569091797,237.58892059326172,365.6612091064453,340.15174102783203,0.1591796875,0.319976806640625,69.31343588601723,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
170,1,0,311.6161193847656,237.8391571044922,364.9701843261719,340.2239532470703,0.35443115234375,0.161224365234375,65.1956377788216,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
175,1,0,311.19775390625,237.97161102294922,364.28594970703125,340.5852737426758,0.551300048828125,0.24688720703125,65.92520443501651,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
180,1,0,311.0387725830078,237.8177032470703,364.5369110107422,340.3258514404297,0.045989990234375,0.2066650390625,70.93243660612038,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
185,1,0,311.2749938964844,237.64588165283203,365.0414733886719,340.40343475341797,0.370391845703125,0.047119140625,67.70957086511483,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
190,1,0,311.2360076904297,237.64754486083984,365.3885040283203,340.2007827758789,0.154022216796875,0.100494384765625,52.86103330764142,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
195,1,0,311.2965393066406,237.11203002929688,364.3644104003906,340.1982727050781,0.481781005859375,0.269012451171875,36.319056213395484,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
200,1,0,311.08302307128906,237.58451080322266,364.46470642089844,340.4653549194336,0.056610107421875,0.369781494140625,46.07889110334513,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
205,1,0,310.9440460205078,237.81380462646484,364.9049530029297,340.25296783447266,0.150634765625,0.008453369140625,49.487780461490544,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
210,1,0,310.9556884765625,237.61097717285156,363.67584228515625,340.11521911621094,0.608734130859375,0.1702880859375,38.90514000298615,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
225,1,0,310.75189208984375,238.0387954711914,362.0174560546875,340.0383529663086,0.93109130859375,0.17547607421875,59.42134804316863,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
235,1,0,310.8128967285156,237.48574829101562,364.8572082519531,339.7375183105469,1.45037841796875,0.42694091796875,55.13167164060422,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
240,1,0,310.6770324707031,237.58351135253906,364.8711853027344,339.78855895996094,0.060943603515625,0.07440185546875,55.63991626202862,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
430,1,0,310.0796356201172,234.79116821289062,358.4877471923828,338.8792419433594,3.49041748046875,1.850830078125,58.366661194757626,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
435,1,0,310.0190887451172,234.37984466552734,358.3811798095703,338.0304946899414,0.08355712890625,0.630035400390625,70.97868745945618,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
440,1,0,309.54127502441406,234.52508544921875,353.97972106933594,338.96295166015625,2.43963623046875,0.538848876953125,70.05524588367047,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
450,1,0,309.8911437988281,234.10964965820312,357.5696105957031,337.7853698730469,1.969879150390625,0.7965087890625,60.78656989693644,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
460,1,0,310.5397644042969,234.291259765625,358.7981872558594,337.0782470703125,0.9385986328125,0.26275634765625,65.0779231109421,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
475,1,0,310.97276306152344,233.9164581298828,360.14076232910156,336.4264373779297,0.887786865234375,0.5133056640625,51.59821693484179,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
480,1,0,311.0311737060547,234.36168670654297,359.5784454345703,335.9069290161133,0.251953125,0.037139892578125,56.06603491624389,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
490,1,0,310.1476593017578,234.53021240234375,357.0580291748047,335.74066162109375,1.70196533203125,0.001129150390625,56.995924190606104,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
495,1,0,310.7173614501953,234.29408264160156,358.1509246826172,335.77195739746094,0.831298828125,0.1024169921875,53.665523951307875,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
500,1,0,310.6236267089844,234.6494903564453,355.9963073730469,335.8850555419922,1.124176025390625,0.2342529296875,60.201250005823056,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
505,1,0,310.2130584716797,233.42989349365234,354.0519561767578,335.8647232055664,1.177459716796875,0.619964599609375,77.970926055251,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
510,1,0,310.20481872558594,233.16234588623047,354.28431701660156,335.7992630004883,0.112060546875,0.16650390625,74.22963529586316,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
515,1,0,310.22088623046875,233.9435272216797,354.53826904296875,335.4442901611328,0.135009765625,0.213104248046875,76.819018294194,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
520,1,0,309.7915954589844,234.00453186035156,354.7102966308594,335.38768005371094,0.128631591796875,0.002197265625,76.17405719124804,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
580,1,0,308.1419219970703,233.61050415039062,354.1927947998047,338.1450500488281,1.083587646484375,1.181671142578125,67.92321599462935,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
585,1,0,308.54762268066406,233.84114837646484,353.44969177246094,337.5317153930664,0.168701171875,0.19134521484375,82.69608507401168,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
600,1,0,308.7826232910156,233.62470245361328,350.3299865722656,339.07543182373047,1.442352294921875,0.66363525390625,78.54685443625564,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
605,1,0,308.43272399902344,234.01429748535156,348.54396057128906,339.41709899902344,1.067962646484375,0.365631103515625,65.37176103675955,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
610,1,0,308.3085174560547,235.1421356201172,356.4785919189453,337.4199981689453,3.90521240234375,0.43463134765625,45.51947470465899,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
615,1,0,307.7256622314453,232.97874450683594,355.1703338623047,339.04823303222656,0.945556640625,0.267578125,32.68547412212416,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
620,1,0,308.4832000732422,233.49723052978516,348.9395294189453,339.27986907958984,2.73663330078125,0.37506103515625,71.87335663599215,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
625,1,0,308.6269073486328,233.70709991455078,350.1199188232422,338.8505172729492,0.66204833984375,0.1097412109375,67.94441325934739,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
630,1,0,359.7284851074219,194.5805892944336,416.9814758300781,333.67716217041016,58.9815673828125,22.149932861328125,42.56317075639154,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
635,1,0,308.3874816894531,235.04959869384766,348.5911560058594,338.8713607788086,59.86566162109375,22.83160400390625,63.007532036694656,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
640,1,0,359.5019836425781,193.74423217773438,419.2082214355469,334.1990051269531,60.86578369140625,22.988861083984375,43.631630908634975,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
645,1,0,359.56285095214844,194.24419403076172,417.62281799316406,334.44226837158203,0.76226806640625,0.371612548828125,43.272362958292305,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
655,1,0,306.3689727783203,234.4316635131836,356.0221405029297,339.2428970336914,57.39727783203125,22.494049072265625,38.85865373549505,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
660,1,0,359.19004821777344,193.61449432373047,417.67225646972656,335.17639923095703,57.235595703125,22.44183349609375,43.8707831522338,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
665,1,0,360.4413146972656,192.63864135742188,417.1130676269531,335.8820495605469,0.346038818359375,0.135101318359375,40.89779305182401,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
670,1,0,360.3462829589844,192.57981872558594,417.2766418457031,335.34840393066406,0.034271240234375,0.296234130859375,41.209809753488535,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
675,1,0,360.31971740722656,193.25604248046875,416.66758728027344,335.78375244140625,0.31781005859375,0.5557861328125,41.81618028762392,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
680,1,0,308.66236877441406,234.95335388183594,356.34678649902344,338.46278381347656,55.98907470703125,22.18817138671875,42.239262695382024,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
685,1,0,308.9710998535156,235.25760650634766,356.9731750488281,338.2431869506836,0.467559814453125,0.042327880859375,16.828404492185005,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
690,1,0,360.727294921875,193.15035247802734,417.22296142578125,336.02469635009766,56.00299072265625,22.162872314453125,41.452950827562645,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
695,1,0,308.14244079589844,234.92916107177734,352.17152404785156,338.12931060791016,58.818145751953125,21.94171142578125,44.340167412375415,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
700,1,0,308.2465515136719,234.63468170166016,354.8791198730469,338.19173431396484,1.405853271484375,0.11602783203125,46.889412576677614,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
705,1,0,308.5445556640625,235.65870666503906,357.97247314453125,338.34300231933594,1.6956787109375,0.587646484375,18.166144852456192,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
710,1,0,308.6654510498047,235.12515258789062,358.7530059814453,338.1560974121094,0.450714111328125,0.3602294921875,0.06729102370296562,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
715,1,0,308.9654235839844,234.47429656982422,358.6382751464844,338.0377883911133,0.092620849609375,0.38458251953125,47.61880847814328,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
720,1,0,308.28990173339844,234.2237548828125,359.46217346191406,337.94927978515625,0.074188232421875,0.169525146484375,54.689171005035774,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
725,1,0,307.5412139892578,234.3488540649414,355.7841033935547,337.95442962646484,2.21337890625,0.06512451171875,6.905205137667001,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
730,1,0,305.4468231201172,233.51851654052734,354.6122589111328,339.47318267822266,1.63311767578125,0.344207763671875,56.45010305609178,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
735,1,0,305.0047912597656,233.67222595214844,354.2404479980469,339.46119689941406,0.40692138671875,0.07086181640625,56.5855081412927,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
740,1,0,362.5292053222656,192.3778533935547,419.5727233886719,336.3930206298828,61.4283447265625,22.1812744140625,42.79842979216346,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
745,1,0,303.4984436035156,234.57244110107422,357.6741027832031,339.1774368286133,60.464691162109375,22.489501953125,27.776822071311095,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
750,1,0,304.108642578125,234.5557098388672,354.43817138671875,339.2760772705078,1.3128662109375,0.04095458984375,43.547640072411326,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
755,1,0,304.93653869628906,234.6908416748047,350.49839782714844,339.3639678955078,1.555938720703125,0.11151123046875,20.876391235873932,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
760,1,0,304.2256774902344,234.8319320678711,351.4746398925781,339.26920318603516,0.1326904296875,0.023162841796875,25.520892550725925,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
765,1,0,304.5714416503906,233.8688507080078,359.2140197753906,338.6842498779297,4.042572021484375,0.774017333984375,44.32368616590818,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
770,1,0,304.0450897216797,234.4010009765625,357.5301055908203,338.999267578125,1.105133056640625,0.423583984375,34.71462770188657,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
775,1,0,304.6805725097656,235.82369995117188,348.6604309082031,338.8443298339844,4.117095947265625,0.633880615234375,81.5545897089733,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
780,1,0,306.54473876953125,235.3223114013672,347.98406982421875,338.5569610595703,0.593902587890625,0.394378662109375,84.25758243149248,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
785,1,0,301.1036071777344,234.86163330078125,351.0553894042969,338.87841796875,1.184906005859375,0.069610595703125,24.650299563643173,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
790,1,0,303.1093444824219,233.82362365722656,352.7304992675781,339.79063415527344,1.840423583984375,0.062896728515625,41.75234533964099,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
795,1,0,305.5946960449219,235.20378875732422,351.7549133300781,338.86524200439453,0.7548828125,0.227386474609375,61.47397698310837,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
800,1,0,306.7674255371094,235.23301696777344,355.7668151855469,338.95069885253906,2.592315673828125,0.057342529296875,29.707931700632557,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
805,1,0,307.4374694824219,235.02772521972656,355.2181701660156,338.52195739746094,0.060699462890625,0.3170166015625,65.26985461434296,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
810,1,0,306.7521057128906,234.85821533203125,354.8781433105469,337.9776611328125,0.5126953125,0.356903076171875,54.837526128903036,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
815,1,0,306.47386169433594,234.09149169921875,355.72682189941406,337.95037841796875,0.28521728515625,0.397003173828125,59.801885202586725,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
820,1,0,308.3204040527344,234.56668090820312,353.7342224121094,337.9721374511719,0.073028564453125,0.24847412109375,24.305849708704844,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
825,1,0,308.2805480957031,235.06392669677734,352.8648986816406,338.03092193603516,0.45458984375,0.27801513671875,101.60293343347558,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
830,1,0,306.18560791015625,234.84317016601562,352.30328369140625,338.1396179199219,1.328277587890625,0.0560302734375,94.30946619243917,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
835,1,0,304.03392028808594,234.7642364501953,353.54737854003906,338.3995819091797,0.45379638671875,0.09051513671875,96.41525768241264,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
840,1,0,303.104736328125,235.1588134765625,354.15234375,338.211669921875,0.162109375,0.10333251953125,93.79549764511923,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
845,1,0,302.48423767089844,234.29190826416016,354.04115295410156,338.24581146240234,0.3658447265625,0.4163818359375,9.34206636936581,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
850,1,0,299.3538055419922,233.84989166259766,353.3730010986328,338.0217514038086,1.8992919921875,0.333038330078125,63.97957723861419,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
855,1,0,300.8085174560547,234.16326904296875,353.3673858642578,338.1082763671875,0.72454833984375,0.199951171875,49.07233420522452,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
860,1,0,299.5769958496094,234.31644439697266,352.6471252441406,338.0686264038086,0.97589111328125,0.0567626953125,8.547653897190797,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
870,1,0,187.7035369873047,194.94866943359375,228.4135284423828,333.97808837890625,118.05352783203125,21.729156494140625,59.0904731892057,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
875,1,0,187.9729232788086,194.9072036743164,229.41934967041016,334.6678695678711,0.637603759765625,0.32415771484375,58.292474867716436,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
880,1,0,187.34473419189453,194.96644592285156,228.06121063232422,334.60813903808594,0.9931640625,0.000244140625,62.65723212473221,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
885,1,0,186.769775390625,195.07312774658203,228.99822998046875,334.72826385498047,0.1810302734375,0.1134033203125,56.90051646581369,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
890,1,0,187.0826187133789,195.71482849121094,229.43550872802734,333.26197814941406,0.37506103515625,0.41229248046875,58.89204936362766,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
895,1,0,299.88348388671875,234.33160400390625,353.9586181640625,337.9725341796875,118.6619873046875,21.663665771484375,72.66530705234248,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
900,1,0,297.43621826171875,233.8876953125,352.37139892578125,338.29779052734375,2.017242431640625,0.059326171875,77.10919205089283,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
905,1,0,296.79429626464844,234.0800552368164,350.31373596191406,337.8482894897461,1.34979248046875,0.128570556640625,97.90808431797814,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
910,1,0,296.7007598876953,234.06222534179688,349.8583221435547,338.4662780761719,0.27447509765625,0.300079345703125,80.51951552139288,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
915,1,0,297.40826416015625,233.89351654052734,351.71771240234375,338.86356353759766,1.283447265625,0.114288330078125,106.49848518146055,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
920,1,0,296.8180847167969,233.52423095703125,350.9165954589844,338.93804931640625,0.695648193359375,0.14739990234375,46.51388536101573,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
925,1,0,296.5625915527344,233.79649353027344,351.4988708496094,338.69984436035156,0.16339111328125,0.01702880859375,49.28898097550815,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
930,1,0,296.20130920410156,233.86237335205078,348.86216735839844,338.9961471557617,1.498992919921875,0.18109130859375,50.16351839683659,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
935,1,0,294.64027404785156,233.93148803710938,350.53758239746094,338.8254089355469,0.05718994140625,0.050811767578125,35.45083671704932,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
940,1,0,293.9954071044922,233.05532836914062,351.3240509033203,339.1893005371094,0.07080078125,0.256134033203125,32.427781330023336,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
945,1,0,293.64251708984375,233.07054138183594,348.99639892578125,339.46290588378906,1.34027099609375,0.1444091796875,37.526910281315125,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
950,1,0,293.27162170410156,234.05108642578125,345.61900329589844,339.48101806640625,1.8741455078125,0.49932861328125,42.341544778202966,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
955,1,0,292.32081604003906,233.9333038330078,348.21397399902344,338.6759490966797,0.82208251953125,0.46142578125,17.626163757053327,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
960,1,0,293.9210205078125,235.0728530883789,346.877197265625,339.25252532958984,0.1317138671875,0.858062744140625,41.79579217295144,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
965,1,0,215.51016235351562,174.54004669189453,271.6023864746094,350.60204315185547,76.84283447265625,24.591644287109375,61.998846512343675,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
970,1,0,289.0593719482422,233.5244598388672,346.0888214111328,340.6087188720703,74.017822265625,24.49554443359375,37.18968335142409,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
975,1,0,287.64805603027344,233.55960083007812,346.68690490722656,341.5793151855469,0.4066162109375,0.50286865234375,35.18472230170187,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
980,1,0,287.35914611816406,233.08454132080078,346.87413024902344,342.56664276123047,0.05084228515625,0.256134033203125,34.156075322130434,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
985,1,0,207.68360137939453,173.41334533691406,269.0839157104492,353.37229919433594,78.73287963867188,24.432769775390625,60.52278799119057,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
990,1,0,285.49127197265625,232.1463623046875,350.70831298828125,345.0743408203125,79.71603393554688,25.217529296875,46.28471202379429,0.0,0.0,aggressive,High,Aggressive,istockphoto-1317374920-640_adpp_is.mp4
