frame_id,elephant_id,posture_class,x1,y1,x2,y2,move_dx,move_dy,trunk_angle,ear_freq,tail_freq,behaviour_label,conflict_risk,alertness_label
47,1,2,316,442,685,837,0.018994558620696322,0.15224925901472497,168,0.9603823601390226,0.5481397194941705,Aggressive,Low,Aggressive
48,1,13,416,405,861,964,0.9037360317624694,0.8144480455224267,243,0.807690799767928,0.27703685298142466,Alert,High,Aggressive
49,1,2,300,353,944,915,0.5209467066014589,0.35322523708959297,104,0.09421493463185926,0.013664771710395263,Alert,Low,Calm
50,1,1,12,208,575,641,0.8268030086996235,0.9278701661168994,147,0.427604540553265,0.4668022062328676,Calm,Low,Aggressive
51,1,0,190,490,946,690,0.6134119100320126,0.17340042837632008,323,0.5961761345116816,0.8370072512145585,Alert,Medium,Calm
52,1,8,10,384,933,514,0.822521814651313,0.7014663473638412,253,0.866499095835346,0.18877386045993394,Aggressive,Medium,Calm
53,1,3,65,297,820,694,0.21035838251303485,0.03877816179344007,50,0.032392184996624884,0.798550832190624,Alert,High,Aggressive
54,1,12,33,439,662,552,0.8335349491785147,0.6497134426590384,59,0.8106555418998812,0.8279208542571531,Calm,Medium,Aggressive
55,1,1,377,162,967,729,0.2270574829410087,0.06881274628118261,13,0.603537383810512,0.9037217334165876,Aggressive,Low,Aggressive
56,1,5,64,189,830,581,0.5703499682750922,0.5409175932002402,187,0.5223605177824399,0.4152492276934384,Alert,Medium,Aggressive
57,1,0,422,326,503,937,0.7644175372628463,0.8476217234849786,357,0.6790317698002928,0.7418760584453572,Aggressive,Low,Aggressive
58,1,8,277,4,648,829,0.37919515275794524,0.5606297836695588,184,0.1359478595516198,0.40772634419064857,Alert,Medium,Calm
59,1,12,305,229,899,550,0.0892121942667572,0.9505721311971487,83,0.5374482213935141,0.02085775864806172,Calm,High,Aggressive
60,1,8,287,386,528,564,0.7831018979563751,0.49357980976594606,347,0.46394796604159627,0.17890396367847872,Aggressive,High,Aggressive
61,1,0,373,226,697,913,0.8648054235032258,0.8638794913192285,319,0.2387209783159513,0.7037296757707646,Aggressive,High,Calm
62,1,8,18,162,959,824,0.849998039500049,0.27972086096122484,127,0.21412610857154557,0.9301287721037451,Aggressive,Medium,Calm
63,1,13,12,402,702,515,0.23002451694904802,0.3768624759960095,36,0.6587863050563046,0.24152116531594214,Aggressive,High,Aggressive
64,1,9,481,244,650,897,0.2108245859523321,0.5656347411877777,79,0.7833967357641924,0.20134675569159566,Alert,Low,Calm
65,1,4,213,145,521,944,0.9971056829477813,0.02944353886129092,333,0.4528046801893546,0.1735379931772535,Calm,High,Calm
66,1,1,440,55,600,895,0.7929139646832484,0.4116530147964885,277,0.7702773296901387,0.37541220163688627,Aggressive,Low,Calm
67,1,2,426,33,555,931,0.6167336238007908,0.8086086572969775,200,0.009447720909385837,0.6396763314376842,Calm,Low,Calm
68,1,7,237,485,734,921,0.5407206958179169,0.6980475895277378,48,0.4736634430297044,0.043159608883664435,Alert,Low,Aggressive
69,1,10,280,287,951,989,0.39055621484456327,0.0373044687588765,134,0.2551643346285336,0.713288340887255,Alert,Medium,Calm
70,1,10,498,336,776,930,0.33077592808288914,0.5407307874923437,172,0.3249573524783427,0.03405478532029371,Alert,Medium,Aggressive
71,1,13,325,414,840,547,0.8239535537233473,0.019900824660055383,256,0.3802241838954197,0.5682786052263481,Aggressive,Low,Calm
72,1,6,450,392,935,935,0.2943671431730952,0.07906595847031739,212,0.8304963216153999,0.4917750979108474,Aggressive,High,Calm
73,1,9,44,440,958,791,0.08729717122870195,0.8198626868195761,235,0.8232160319239847,0.2915064546035604,Alert,High,Aggressive
74,1,3,253,332,764,764,0.13602687312925876,0.11130446483319945,140,0.4586354159656135,0.5634396994991838,Alert,High,Aggressive
75,1,11,156,153,713,646,0.47948310506514635,0.18971144594024958,236,0.610473234215722,0.5723558935323938,Aggressive,High,Calm
76,1,0,212,308,664,784,0.8797200086936768,0.7429111553052831,314,0.148987129144191,0.43465123446159803,Aggressive,High,Calm
77,1,12,407,179,864,757,0.3844184829171643,0.6189801724716444,114,0.35345444977125284,0.1476032389569748,Alert,Medium,Aggressive
78,1,3,66,143,907,681,0.005376900659793904,0.9595640627223553,319,0.8438614758855846,0.4955314332617273,Alert,Medium,Aggressive
79,1,5,89,88,830,983,0.4891927488829384,0.013933929285853353,339,0.9283256271702102,0.1466592744786066,Calm,High,Calm
80,1,8,128,184,636,634,0.25450629880992504,0.6718361292536049,179,0.6340596122919855,0.07001626356625346,Calm,Low,Aggressive
81,1,10,365,498,684,549,0.8952598964108438,0.6383948540329742,45,0.5424387606318264,0.4530315400309137,Alert,Medium,Calm
82,1,4,2,352,501,617,0.7512620708195039,0.5788340577953734,344,0.7007020857619578,0.06364016917628579,Alert,Low,Aggressive
83,1,0,403,458,516,743,0.1323185038458199,0.9519752698615058,248,0.028848260559662386,0.6181329760893407,Aggressive,Low,Aggressive
84,1,15,410,95,771,865,0.23715896950871274,0.02907134062300487,318,0.6141043900074656,0.2854475870371257,Alert,Low,Aggressive
85,1,15,242,72,719,625,0.42588744648446264,0.1102770843032953,144,0.884971908973637,0.05780692441338109,Aggressive,High,Calm
86,1,12,186,491,957,805,0.9084346113601575,0.8239068089143324,147,0.07238398379122457,0.8355475573618053,Alert,Medium,Calm
87,1,9,350,448,868,714,0.049185979424497206,0.518253371422297,219,0.68992466723529,0.8889921904690888,Aggressive,Low,Calm
88,1,0,457,290,958,918,0.7137731536457287,0.8892211732711559,31,0.3769589323125313,0.7295879422725057,Aggressive,Low,Calm
89,1,9,121,184,501,544,0.1482916458312994,0.7808983474125397,135,0.6901447565135833,0.7102934910768682,Alert,Low,Aggressive
90,1,10,258,339,893,976,0.7227861958172281,0.8507025380436246,347,0.1888966131833021,0.7615032181914813,Calm,Low,Aggressive
91,1,6,442,151,565,967,0.9822462097408636,0.40088288809254835,49,0.2161607716545232,0.292136987219756,Aggressive,High,Calm
92,1,2,363,496,771,556,0.6780284874346858,0.7095214631831456,210,0.6308235394263446,0.888175468158812,Aggressive,High,Calm
93,1,0,462,46,558,818,0.06057451908591527,0.6796274441851984,285,0.6366721037932909,0.046677968493531896,Aggressive,Medium,Aggressive
94,1,3,473,48,576,995,0.3245545611076339,0.6897895351935888,222,0.5047108270903619,0.4383266685254912,Aggressive,High,Aggressive
95,1,9,355,491,526,881,0.6970329531721089,0.16616404531726692,210,0.9126309004859428,0.3145393349776854,Alert,High,Calm
96,1,13,184,199,813,982,0.4689782090057091,0.4660364281016087,49,0.30449399483442874,0.623323813460203,Calm,High,Calm
97,1,0,203,222,688,613,0.9534966011192806,0.11100013390219277,137,0.5993229913028393,0.7042684891837532,Calm,Low,Calm
98,1,7,304,154,767,933,0.676152750062302,0.37274874424759397,111,0.13494202713750392,0.6419883270287747,Calm,Medium,Calm
99,1,3,68,356,960,833,0.7571057171980263,0.387719643045217,66,0.5022683503542735,0.5389770340983134,Aggressive,Low,Calm
100,1,1,42,478,528,839,0.43149483169644276,0.23691213360126795,181,0.8856309244256518,0.11954347899781359,Alert,Medium,Aggressive
101,1,6,43,26,591,997,0.9818281906349184,0.0004462475715907299,346,0.03576697992272648,0.7416789849514055,Aggressive,Low,Aggressive
102,1,7,378,394,547,882,0.8243837547910288,0.4220093407329185,245,0.32138549883950474,0.5569577617214537,Alert,High,Aggressive
103,1,11,109,269,904,934,0.10811285995386866,0.611419784592357,183,0.5404019829425939,0.7696071937164075,Alert,Medium,Aggressive
104,1,8,233,407,657,631,0.8447871684790716,0.6810916769871712,202,0.2109078751427962,0.10848357041327428,Alert,Low,Aggressive
105,1,6,264,392,755,914,0.6336973232851346,0.5758639840930851,70,0.21275952982006963,0.4122055933293881,Calm,High,Aggressive
106,1,5,467,468,508,700,0.06202008022457739,0.49190592940392686,78,0.09822682468604793,0.22015777863173003,Alert,Medium,Calm
107,1,14,449,190,529,967,0.0649742673517244,0.7001394461745243,125,0.8756561954056679,0.45839377178013596,Aggressive,Medium,Calm
108,1,10,266,344,812,752,0.4531348086491265,0.3560049479633658,323,0.3920990638900924,0.8507837198180983,Alert,Low,Calm
109,1,7,10,245,583,680,0.9447866407021689,0.14424752951451836,148,0.6650695121870358,0.18810070026414438,Aggressive,High,Aggressive
110,1,15,250,482,561,966,0.6001663401248365,0.12566156703073206,321,0.27052539730298963,0.3537946027700206,Alert,Medium,Aggressive
111,1,4,252,1,569,804,0.6373053700460869,0.6144689054325495,272,0.10483958951274075,0.3542580902953919,Aggressive,High,Aggressive
112,1,0,45,85,504,847,0.11259461310545538,0.11429393625014972,206,0.09163069119603517,0.32182704630232206,Alert,Medium,Aggressive
113,1,11,318,477,627,981,0.08436362008079556,0.5778553913365577,205,0.9238218330763829,0.5333552628003516,Aggressive,High,Aggressive
114,1,5,158,114,697,896,0.9244312291055504,0.8474343561609332,254,0.9146910703630274,0.16575312031167933,Calm,Medium,Aggressive
115,1,1,157,406,508,848,0.3683016416271191,0.3317203550640596,330,0.03490399148758838,0.3577976177159172,Alert,Medium,Calm
116,1,9,429,258,688,579,0.1499123915736198,0.7570572987176307,247,0.10805077132246144,0.9416909550879007,Calm,Low,Aggressive
117,1,8,468,231,824,862,0.12946977756351152,0.9357726784665584,162,0.21819977391531054,0.1277183175322978,Calm,High,Calm
118,1,6,466,304,884,657,0.007608332863491385,0.47539376889847895,259,0.9370452145768294,0.9001137296635019,Aggressive,High,Aggressive
119,1,6,420,432,606,800,0.8387808754281986,0.13889690015611478,146,0.6946062862177794,0.2711278861941704,Calm,Low,Aggressive
120,1,11,132,381,976,652,0.7696731751029566,0.36761511299422045,276,0.43156336611987,0.27818614939943986,Aggressive,Low,Calm
121,1,6,38,352,670,982,0.5810330994828719,0.8521267100786085,311,0.5100383407081611,0.028323534554848706,Calm,Low,Calm
122,1,6,174,288,501,902,0.968913033933355,0.289310765696691,138,0.7955450976040831,0.6565799327231212,Alert,High,Calm
123,1,7,175,496,631,780,0.7596805777176706,0.5966720325901347,32,0.49189604514750584,0.3845301318936858,Alert,Low,Calm
124,1,6,310,133,806,744,0.36989067340862813,0.14003575958331926,263,0.8696463737969047,0.24130025984223535,Aggressive,Medium,Aggressive
125,1,11,462,63,917,764,0.5138231100975679,0.0006355768443061516,33,0.3128881106005197,0.8821614832215496,Alert,Low,Aggressive
126,1,6,19,302,610,932,0.8347643992096159,0.6323512303174501,257,0.9393708356631194,0.7817381499736745,Calm,High,Calm
127,1,9,347,310,727,979,0.9968116360677094,0.9093925871967822,159,0.9940251742075901,0.9826134204387312,Calm,Low,Aggressive
128,1,3,150,376,783,916,0.473653112737754,0.4938060774891707,272,0.8990716149129422,0.6779971476783428,Alert,Medium,Aggressive
129,1,15,36,24,688,656,0.2204106801629636,0.4636071540442377,306,0.3106038910586466,0.2497396357868612,Alert,High,Calm
130,1,14,343,262,656,842,0.8899596908053549,0.6694229091074729,67,0.6754547567529433,0.12370465888516324,Alert,Low,Calm
131,1,1,115,230,922,938,0.9716770416461488,0.3050526151687474,226,0.384609940424681,0.8960650038450124,Alert,High,Calm
132,1,8,237,68,674,913,0.550415921574976,0.08335740456293705,51,0.026041598092760077,0.9597654641943343,Alert,Low,Calm
133,1,14,96,163,665,651,0.8913198008412454,0.5189564969953265,256,0.9395896728532681,0.714443260195678,Aggressive,Low,Calm
134,1,2,378,105,711,785,0.3270961815432918,0.08855507283440911,247,0.036092628455674625,0.546538327670675,Calm,High,Calm
135,1,2,453,15,730,861,0.9886498802143341,0.8067184743810027,353,0.18864413292352322,0.8605025669969225,Aggressive,Low,Calm
136,1,13,276,190,789,593,0.8590557136823117,0.9160921892620568,141,0.732138189374375,0.624830227843553,Alert,High,Aggressive
137,1,13,371,261,603,685,0.10979462299054332,0.4043051372026676,261,0.39693910892251294,0.4534682320615391,Aggressive,High,Calm
138,1,9,273,66,897,980,0.6367276949250953,0.9820979155680075,139,0.08757435802804703,0.04994844638118556,Alert,Medium,Aggressive
139,1,13,440,363,868,643,0.10719853306851324,0.8297945021584393,80,0.4184643118946012,0.35903515181828527,Calm,Medium,Aggressive
140,1,9,495,498,711,632,0.21784520933784546,0.0420603357684225,202,0.8737915529375564,0.16660389534200293,Alert,Low,Calm
141,1,13,421,448,784,846,0.15219178598044747,0.8109326911069421,334,0.045569986083826564,0.001349564331995623,Alert,Medium,Calm
142,1,1,384,134,628,661,0.9856268487415591,0.20060512164348288,116,0.28685044760930034,0.07369465110762463,Calm,Low,Calm
143,1,8,225,453,545,812,0.005850333378937145,0.6916734004669427,294,0.7959508487165938,0.16786388504624672,Alert,Medium,Calm
144,1,13,300,344,760,950,0.5982909697900605,0.9521955914805567,118,0.6972639897832189,0.8558375302550376,Alert,Medium,Calm
145,1,15,350,306,506,981,0.6420505685325248,0.42049354459006594,48,0.010746890972942458,0.9748417217860283,Calm,Medium,Aggressive
146,1,13,267,169,557,715,0.6864542381432621,0.39204610996087463,329,0.9845750147484539,0.7605336776395508,Alert,Medium,Calm
147,1,7,322,223,800,598,0.21338159046070804,0.22162015956790782,175,0.09730341824590061,0.680970652415081,Alert,Medium,Calm
148,1,12,116,72,738,564,0.2976668957463221,0.11435691969968675,293,0.8428139622260636,0.8610937974988747,Calm,Low,Aggressive
149,1,1,329,149,579,727,0.9031042319787209,0.23540710875875004,24,0.586197151991498,0.04925267398131128,Calm,High,Calm
150,1,7,5,353,889,523,0.16074660129540386,0.6236377194673993,353,0.6998019815522617,0.7208704169929749,Alert,Medium,Calm
151,1,9,50,260,700,512,0.4183314430358318,0.7106953702895978,144,0.24473621159436854,0.7047952272376751,Calm,Low,Calm
152,1,15,46,337,846,936,0.5300628088752716,0.34727495038022393,169,0.7419049452755817,0.512221764847213,Aggressive,Low,Aggressive
153,1,1,361,114,608,722,0.08962712128031536,0.3978059808859543,134,0.35439605413753916,0.19178535098202043,Aggressive,Low,Calm
154,1,2,212,306,505,607,0.24120482044174785,0.5689791423894047,191,0.30429484791020633,0.8829984795609754,Calm,High,Calm
155,1,2,400,142,648,964,0.5061896973969294,0.9922130227406382,56,0.5367614405480685,0.9620686703181448,Calm,Medium,Aggressive
156,1,6,129,304,733,838,0.01928112843072538,0.5807163016756018,188,0.12181386794556703,0.6107249830298531,Aggressive,Low,Calm
157,1,4,183,237,788,802,0.4349579498611079,0.8739997659622816,126,0.8802921353343597,0.12576222467193776,Alert,Medium,Aggressive
158,1,0,27,358,548,850,0.028963621094725944,0.7091903892897001,279,0.8896976174065003,0.2852562018181337,Calm,Medium,Aggressive
159,1,6,447,459,917,772,0.46514062570406245,0.8864341945846724,143,0.9383076527887705,0.09048945221131244,Alert,Medium,Aggressive
160,1,11,30,330,691,524,0.9271749810222168,0.6437439169754801,253,0.5952077513073437,0.46977038907846413,Alert,Medium,Aggressive
161,1,5,151,266,722,950,0.10162061840947856,0.3987547694474972,70,0.8448673990274913,0.7317160092235261,Alert,Medium,Aggressive
162,1,7,106,243,678,944,0.2657841305816069,0.7250046579338609,11,0.7536871068426679,0.43789318592285564,Alert,Medium,Calm
163,1,12,166,83,530,502,0.844366327967175,0.6756664947414787,123,0.19737858466783031,0.6000327723793715,Aggressive,Low,Aggressive
164,1,14,178,273,891,788,0.7235158360716093,0.8428756016993295,151,0.9029464028877936,0.1379641455490057,Aggressive,Medium,Calm
165,1,13,482,365,569,851,0.9973117162209507,0.35624844858227533,340,0.18853263103291418,0.796251337071975,Calm,Low,Aggressive
166,1,11,317,140,672,945,0.7461688445895812,0.5358450591106131,142,0.04366545194932536,0.6133282583945461,Calm,Low,Aggressive
167,1,15,155,393,935,567,0.8115544569999945,0.9114175793392261,261,0.9088879547296908,0.949694596476087,Calm,Low,Calm
168,1,3,258,366,853,656,0.04796087515525149,0.44849191099466346,353,0.5317811703810416,0.5430843884524164,Aggressive,Medium,Aggressive
169,1,13,364,232,754,529,0.9960681765074281,0.7289867430069603,43,0.24004183188224693,0.48265896637967665,Aggressive,High,Calm
170,1,4,413,211,796,797,0.0962135472254062,0.018208490930848975,270,0.7360960843514862,0.25285605821384183,Aggressive,Medium,Aggressive
171,1,3,370,396,636,804,0.6607497044999547,0.6230094258589306,165,0.8047350193074894,0.1827773303952942,Calm,Medium,Calm
172,1,10,226,449,809,946,0.3391530162542983,0.3531794406760309,314,0.7370441015452213,0.2757929751149537,Aggressive,High,Calm
173,1,11,81,217,513,592,0.14384298064314838,0.5257857871520878,50,0.9395788298937509,0.8676580732791843,Alert,Low,Calm
174,1,13,10,458,632,886,0.3673985367415329,0.053371152749531525,258,0.9714061320916836,0.6135031272628839,Alert,Medium,Calm
175,1,4,350,407,905,920,0.3015988192188047,0.28738815610232127,349,0.06701960121359574,0.6588045595375118,Aggressive,High,Aggressive
176,1,14,76,126,612,682,0.7013466372276234,0.37474600832163263,351,0.32402272565179924,0.47419848231985695,Alert,Low,Calm
177,1,9,483,427,812,964,0.2482609752857894,0.49018164305703493,109,0.12692777778918163,0.27411485558407034,Calm,Medium,Aggressive
178,1,3,105,305,880,702,0.02780716428280061,0.18107076752407103,120,0.23390338019034618,0.8719328675446385,Calm,Low,Calm
179,1,13,376,283,523,890,0.29808926857573637,0.6136690325697854,357,0.07438539542577327,0.8528634682658308,Alert,Medium,Aggressive
180,1,11,321,383,542,547,0.5845797568415676,0.6913311562265704,184,0.8291932965827078,0.624202685586078,Aggressive,Medium,Aggressive
181,1,6,480,110,867,797,0.85511269706575,0.4393329405848375,239,0.07633819579239098,0.8065242642058668,Aggressive,Low,Aggressive
182,1,3,273,444,793,677,0.5426090575350725,0.9947044979007679,325,0.7542434674666654,0.8176084490783628,Calm,High,Calm
183,1,1,389,455,949,670,0.14829080170503062,0.13024922621413726,255,0.17908151109620496,0.002034893591137177,Alert,Low,Calm
184,1,2,108,315,807,554,0.5750295449463647,0.7122971964431047,270,0.10472921676149838,0.08023071947036098,Calm,Low,Aggressive
185,1,1,274,454,854,518,0.9624347941895479,0.854681189436519,87,0.7552454817703035,0.5610373519049874,Calm,Low,Calm
186,1,1,132,51,782,766,0.7149899477943656,0.8711523373479105,51,0.01524226233245396,0.5327100480255225,Aggressive,Low,Calm
187,1,15,267,448,611,638,0.5357042766052703,0.18189836456453368,136,0.9873790398773283,0.6629937829796307,Alert,Medium,Calm
188,1,2,133,50,911,518,0.010695266235313028,0.35219233742131006,233,0.2164334227984307,0.12845165972981254,Alert,Medium,Calm
189,1,5,193,245,594,997,0.47416814598726886,0.23229302917765648,50,0.5986699149357109,0.2603752186017385,Alert,High,Calm
190,1,4,482,62,679,607,0.42453920219546293,0.531422862831396,332,0.9601631131693441,0.8433023900947882,Calm,Low,Calm
191,1,2,329,199,526,808,0.5305741509857644,0.8949934426766031,224,0.4881400686970704,0.4041499945633541,Aggressive,Medium,Aggressive
192,1,0,247,298,532,709,0.6437991208153122,0.9752792144478201,21,0.06795260387143076,0.3302446000233209,Alert,Medium,Calm
193,1,0,124,207,517,911,0.008764420827579444,0.6419417441087972,121,0.817852446619659,0.6411329617126944,Aggressive,Low,Calm
194,1,7,287,57,718,628,0.7720609837022965,0.07264172712382422,85,0.5337365448229517,0.9015016936196552,Alert,Low,Calm
195,1,0,467,267,653,978,0.20829790821575433,0.25991938260279523,309,0.9729284154025142,0.05370755039802022,Alert,Medium,Aggressive
196,1,2,194,346,999,549,0.9290985563185401,0.5574963500350993,105,0.10227496174740724,0.8444167920023047,Alert,Medium,Calm
197,1,9,24,380,846,512,0.44156886519771277,0.01663075481232623,49,0.37693003524505597,0.6483754078506795,Alert,Low,Calm
198,1,10,71,176,664,643,0.7756809671236969,0.7041414818661526,75,0.44479493480451215,0.5159271213494885,Calm,Medium,Calm
199,1,2,178,265,664,505,0.8352080561360034,0.49014258760749874,182,0.8976687176542365,0.04185142798312946,Calm,Medium,Calm
200,1,14,494,312,678,588,0.278716413869321,0.1217833680690178,95,0.4297276484904895,0.5133982424465182,Calm,High,Calm
201,1,11,485,217,937,551,0.7411239973386056,0.8325269418030921,129,0.43862461723774837,0.37012954937282716,Alert,High,Calm
202,1,1,131,467,516,865,0.8863107345610671,0.10873733524537266,42,0.06619882287032197,0.8732878466305029,Aggressive,Low,Aggressive
203,1,8,322,129,690,830,0.05384177358338249,0.99187525854139,235,0.8030185813251863,0.47863052890013613,Aggressive,Low,Calm
204,1,7,274,422,777,592,0.6572967123790623,0.4030760542789933,237,0.029128788260692096,0.06118976483558114,Calm,Medium,Aggressive
205,1,2,441,12,630,562,0.16303270990852903,0.9202911946887818,289,0.700583481027419,0.880268145313528,Alert,High,Aggressive
206,1,10,389,273,841,647,0.7520521603126933,0.19304225167980393,243,0.6173291653632393,0.07187067098166444,Calm,High,Calm
207,1,4,151,12,787,997,0.6745055919714116,0.5465595335574618,112,0.9742007084067312,0.44649070442249905,Alert,Low,Calm
208,1,13,207,74,734,864,0.4002314892878215,0.44695323767925665,32,0.3881457895095063,0.3366972513360895,Calm,High,Calm
209,1,1,468,208,943,500,0.8465441331733641,0.8552702002566738,130,0.5454914477267201,0.3040143289919577,Alert,Low,Aggressive
210,1,14,472,124,791,703,0.5492020275214126,0.6062065135045348,320,0.12131873960206252,0.8665992934916087,Alert,Low,Aggressive
211,1,11,79,208,748,744,0.5277070531520051,0.23044070764490365,172,0.8436005265138531,0.3510832201169214,Alert,Low,Calm
212,1,14,431,223,898,653,0.809121803157238,0.22561767835766255,304,0.5102915070859464,0.705893087268342,Alert,Low,Aggressive
213,1,9,112,111,807,742,0.10429512906548666,0.6493899347251577,234,0.6029349638675084,0.3672131949772145,Alert,Low,Calm
214,1,0,83,42,675,867,0.1014468057140544,0.29775414199021755,176,0.7893429201051692,0.2081402285762598,Calm,Low,Aggressive
